frame_num,object_id,class_id,confidence,top,left,width,height,timestamp
0,18446744073709551615,0,0.33984375,691.742919921875,1233.913818359375,134.12411499023438,198.407958984375,20250225-155821
0,18446744073709551615,0,0.345947265625,707.694580078125,1525.4915771484375,41.5850830078125,64.20455932617188,20250225-155821
0,18446744073709551615,0,0.42333984375,692.2503662109375,1233.965087890625,86.08319091796875,92.48025512695312,20250225-155821
0,18446744073709551615,0,0.5205078125,654.4237060546875,431.4364929199219,121.23820495605469,113.83383178710938,20250225-155821
0,18446744073709551615,0,0.5341796875,609.83056640625,1649.155517578125,270.844482421875,343.1282043457031,20250225-155821
0,18446744073709551615,0,0.587890625,691.1773681640625,1170.103271484375,62.32781982421875,46.468048095703125,20250225-155821
0,18446744073709551615,0,0.7607421875,620.46923828125,1305.697265625,233.09783935546875,289.65948486328125,20250225-155821
0,18446744073709551615,0,0.83935546875,636.531005859375,241.17539978027344,208.72691345214844,261.13238525390625,20250225-155821
0,18446744073709551615,0,0.87451171875,509.38055419921875,1.05010986328125,392.0595703125,561.6463623046875,20250225-155821
0,18446744073709551615,0,0.9365234375,130.16986083984375,311.22528076171875,1135.9053955078125,935.8699951171875,20250225-155821
1,18446744073709551615,0,0.2147216796875,692.0656127929688,1234.28662109375,133.6746826171875,193.32577514648438,20250225-155821
1,18446744073709551615,0,0.4609375,653.4012451171875,426.79669189453125,123.99430847167969,128.02670288085938,20250225-155821
1,18446744073709551615,0,0.521484375,692.5823364257812,1233.606201171875,75.3775634765625,90.94546508789062,20250225-155821
1,18446744073709551615,0,0.537109375,611.1514892578125,1657.946044921875,261.31915283203125,458.7286376953125,20250225-155821
1,18446744073709551615,0,0.556640625,691.2691040039062,1170.1201171875,62.747406005859375,42.321075439453125,20250225-155821
1,18446744073709551615,0,0.7373046875,620.6790161132812,1299.9664306640625,239.39337158203125,291.0802001953125,20250225-155821
1,18446744073709551615,0,0.8251953125,637.00048828125,240.19212341308594,210.0739288330078,259.7839050292969,20250225-155821
1,18446744073709551615,0,0.8603515625,508.01458740234375,0.4315338134765625,390.721435546875,562.1087646484375,20250225-155821
1,18446744073709551615,0,0.93896484375,132.13531494140625,307.83306884765625,1142.632080078125,933.8150024414062,20250225-155821
2,18446744073709551615,0,0.2017822265625,692.505126953125,1235.8438720703125,76.84130859375,83.46368408203125,20250225-155821
2,18446744073709551615,0,0.2147216796875,706.7195434570312,1523.02392578125,46.25994873046875,69.02279663085938,20250225-155821
2,18446744073709551615,0,0.36376953125,653.520751953125,421.62542724609375,128.8974609375,130.2777099609375,20250225-155821
2,18446744073709551615,0,0.42529296875,691.3335571289062,1236.69140625,132.53439331054688,200.6890869140625,20250225-155821
2,18446744073709551615,0,0.484375,691.2156372070312,1170.417724609375,62.5887451171875,41.068450927734375,20250225-155821
2,18446744073709551615,0,0.6376953125,611.4173583984375,1654.4747314453125,264.60113525390625,457.9617919921875,20250225-155821
2,18446744073709551615,0,0.77587890625,622.7283325195312,1299.716552734375,244.89569091796875,288.9482116699219,20250225-155821
2,18446744073709551615,0,0.8486328125,637.0896606445312,238.2590789794922,211.06626892089844,263.4732971191406,20250225-155821
2,18446744073709551615,0,0.875,509.3807373046875,0.8320770263671875,385.526123046875,561.2481689453125,20250225-155821
2,18446744073709551615,0,0.93603515625,128.13482666015625,312.2962646484375,1145.4990234375,938.338623046875,20250225-155821
3,18446744073709551615,0,0.304931640625,692.7559204101562,1236.1865234375,83.8209228515625,91.76541137695312,20250225-155821
3,18446744073709551615,0,0.391357421875,692.3355712890625,1236.18212890625,132.7401123046875,193.49945068359375,20250225-155821
3,18446744073709551615,0,0.39697265625,692.5426025390625,1171.5479736328125,60.209564208984375,38.778900146484375,20250225-155821
3,18446744073709551615,0,0.42724609375,655.2708740234375,421.6150817871094,126.95063781738281,127.2872314453125,20250225-155821
3,18446744073709551615,0,0.56396484375,611.145263671875,1654.1422119140625,265.10064697265625,456.1685485839844,20250225-155821
3,18446744073709551615,0,0.66796875,622.6364135742188,1304.0751953125,237.0860595703125,289.8562316894531,20250225-155821
3,18446744073709551615,0,0.84521484375,637.3866577148438,238.0513916015625,209.1053466796875,260.91778564453125,20250225-155821
3,18446744073709551615,0,0.8798828125,509.60595703125,0.835418701171875,384.3849792480469,560.9408569335938,20250225-155821
3,18446744073709551615,0,0.9365234375,129.1123809814453,307.601318359375,1155.6881103515625,936.8631591796875,20250225-155821
4,18446744073709551615,0,0.2108154296875,705.1453857421875,1522.9892578125,47.4488525390625,66.38095092773438,20250225-155821
4,18446744073709551615,0,0.22265625,691.9698486328125,1238.5592041015625,129.1885986328125,181.623046875,20250225-155821
4,18446744073709551615,0,0.2401123046875,691.7724609375,1171.0179443359375,59.4957275390625,34.895416259765625,20250225-155821
4,18446744073709551615,0,0.296630859375,652.26416015625,480.1678161621094,68.99299621582031,70.56793212890625,20250225-155821
4,18446744073709551615,0,0.302490234375,692.209716796875,1237.8009033203125,77.5850830078125,77.72378540039062,20250225-155821
4,18446744073709551615,0,0.5400390625,611.2315063476562,1655.96923828125,263.29046630859375,456.6105651855469,20250225-155821
4,18446744073709551615,0,0.74853515625,621.9263305664062,1300.778076171875,238.22314453125,291.9788818359375,20250225-155821
4,18446744073709551615,0,0.83935546875,636.9287109375,237.0142822265625,209.74594116210938,255.09402465820312,20250225-155821
4,18446744073709551615,0,0.880859375,507.41546630859375,0.827728271484375,384.61212158203125,563.1154174804688,20250225-155821
4,18446744073709551615,0,0.93505859375,127.07725524902344,305.6641845703125,1165.51611328125,939.218994140625,20250225-155821
